source,target,attributes,relation_type
235202,237314,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235202,237334,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235202,237355,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235202,237375,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235202,237395,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235202,237416,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235242,237314,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235242,237334,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235242,237355,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235242,237375,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235242,237395,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235242,237416,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235222,237314,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235222,237334,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235222,237355,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235222,237375,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235222,237395,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235222,237416,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235262,237314,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235262,237334,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235262,237355,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235262,237375,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235262,237395,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
235262,237416,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
237314,269946,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237314,270700,"{'time': 62.93663999999999, 'inv_time': 0.015888995662939748}",RELATED_TO
237314,270530,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237314,271832,"{'time': 29.04768, 'inv_time': 0.03442615726970278}",RELATED_TO
237334,269946,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237334,270700,"{'time': 62.93663999999999, 'inv_time': 0.015888995662939748}",RELATED_TO
237334,270530,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237334,271832,"{'time': 29.04768, 'inv_time': 0.03442615726970278}",RELATED_TO
237355,269946,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237355,270700,"{'time': 62.93663999999999, 'inv_time': 0.015888995662939748}",RELATED_TO
237355,270530,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237355,271832,"{'time': 29.04768, 'inv_time': 0.03442615726970278}",RELATED_TO
237375,269946,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237375,270700,"{'time': 62.93663999999999, 'inv_time': 0.015888995662939748}",RELATED_TO
237375,270530,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237375,271832,"{'time': 29.04768, 'inv_time': 0.03442615726970278}",RELATED_TO
237395,269946,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237395,270700,"{'time': 62.93663999999999, 'inv_time': 0.015888995662939748}",RELATED_TO
237395,270530,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237395,271832,"{'time': 29.04768, 'inv_time': 0.03442615726970278}",RELATED_TO
237416,269946,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237416,270700,"{'time': 62.93663999999999, 'inv_time': 0.015888995662939748}",RELATED_TO
237416,270530,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237416,271832,"{'time': 29.04768, 'inv_time': 0.03442615726970278}",RELATED_TO
269946,239199,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239233,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239311,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239334,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239323,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239511,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239557,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239613,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239567,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239647,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239635,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239623,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239669,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239713,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239737,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239759,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239803,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239781,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239827,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
269946,239849,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239199,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239233,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239311,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239334,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239323,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239511,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239557,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239613,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239567,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239647,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239635,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239623,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239669,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239713,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239737,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239759,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239803,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239781,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239827,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270700,239849,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239199,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239233,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239311,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239334,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239323,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239511,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239557,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239613,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239567,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239647,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239635,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239623,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239669,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239713,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239737,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239759,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239803,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239781,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239827,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
270530,239849,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239199,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239233,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239289,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239311,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239334,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239323,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239511,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239557,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239613,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239567,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239647,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239635,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239623,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239669,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239713,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239737,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239759,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239803,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239781,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239827,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
271832,239849,"{'time': 1.6655642200293137, 'inv_time': 0.6003971434871482}",RELATED_TO
239199,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239199,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239199,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239199,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239199,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239199,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239233,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239233,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239233,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239233,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239233,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239233,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239289,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239289,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239289,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239289,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239289,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239289,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239311,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239311,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239311,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239311,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239311,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239311,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239334,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239334,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239334,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239334,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239334,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239334,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239323,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239323,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239323,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239323,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239323,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239323,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239511,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239511,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239511,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239511,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239511,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239511,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239557,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239557,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239557,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239557,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239557,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239557,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239613,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239613,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239613,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239613,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239613,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239613,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239567,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239567,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239567,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239567,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239567,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239567,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239647,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239647,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239647,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239647,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239647,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239647,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239635,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239635,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239635,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239635,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239635,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239635,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239623,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239623,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239623,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239623,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239623,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239623,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239669,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239669,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239669,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239669,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239669,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239669,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239713,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239713,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239713,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239713,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239713,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239713,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239737,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239737,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239737,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239737,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239737,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239737,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239759,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239759,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239759,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239759,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239759,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239759,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239803,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239803,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239803,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239803,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239803,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239803,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239781,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239781,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239781,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239781,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239781,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239781,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239827,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239827,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239827,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239827,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239827,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239827,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239849,237456,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239849,237496,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239849,237476,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239849,237517,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239849,237436,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
239849,237537,"{'time': 2.360190352500001, 'inv_time': 0.42369463926533}",RELATED_TO
237456,278290,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,277912,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,278386,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,278592,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,279018,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,279631,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,279964,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,280058,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,280208,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,280776,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,280868,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,280926,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,281064,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,281199,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,281262,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,281393,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,281714,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,281654,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282200,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,282298,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282247,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,282502,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282351,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282456,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282662,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282611,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282879,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,282981,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,283022,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,283069,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,283163,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237456,283250,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,283346,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237456,283440,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237496,278290,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237496,277912,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237496,278386,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237496,278592,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237496,279018,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237496,279631,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237496,279964,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237496,280058,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237496,280208,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237496,280776,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237496,280868,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
237496,280926,"{'time': 4.841279999999999, 'inv_time': 0.2065569436182167}",RELATED_TO
237496,281064,"{'time': 9.682559999999999, 'inv_time': 0.10327847180910835}",RELATED_TO
