GlobalId,Name,Description,ObjectType,IfcType,category
239165,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239367,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239390,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239435,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239490,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239522,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239871,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239837,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
236612,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236632,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236653,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236673,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236693,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236714,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
272014,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
272204,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
272396,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
272768,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
272572,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
272956,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
273147,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
274840,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
274440,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
274642,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
275565,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
275768,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
275918,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
276098,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
276293,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283543,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283626,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283831,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283953,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
239893,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239917,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239905,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239927,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240007,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240423,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240433,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240457,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240445,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240467,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240659,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240693,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
236734,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236754,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236774,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236815,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236794,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236835,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
284211,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284576,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284848,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284798,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284981,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285013,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285174,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285399,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285831,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285805,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285861,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286425,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286475,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286451,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286499,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286757,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286782,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286851,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286873,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286919,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286986,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286941,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287011,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
240715,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240727,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240737,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240749,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240817,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241087,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241097,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241109,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241121,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241143,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241131,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241255,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
236855,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236896,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236876,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236936,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236916,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236956,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
287193,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287215,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287420,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287607,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287647,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287687,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287749,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287708,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287789,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287829,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287729,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287769,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287849,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287870,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287911,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287931,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287891,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288279,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
241357,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241333,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241345,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241391,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241413,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241401,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241423,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241435,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241603,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241615,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241627,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
236977,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237017,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
236997,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237038,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237058,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237078,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
288477,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288549,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288531,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
241683,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241671,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241693,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241773,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241829,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241919,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241931,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
237098,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237118,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237179,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237159,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237139,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
237200,B1011_026_CIP RC Elevator Core Wall-ID,,,IfcWall,IfcWall
288675,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288801,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288783,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
242043,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
242053,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
242065,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
270152,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
271270,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
238996,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239019,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239030,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239086,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239097,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239401,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239413,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239379,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239861,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
277006,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
277276,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
277150,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
277425,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
277557,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
278033,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279114,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279223,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279800,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279716,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
279551,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283582,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283668,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283708,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283748,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283792,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283910,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283872,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
283994,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
239973,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
239983,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240187,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240209,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240221,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240287,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240277,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240411,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240681,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
284398,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284360,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284501,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
284434,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285338,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285304,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285368,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285746,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
285719,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286731,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286811,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286895,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
286963,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
240805,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240793,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240941,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240917,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240929,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241007,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
240997,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241075,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241243,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
287078,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287101,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287123,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287170,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287145,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287305,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287327,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287397,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287487,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287525,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
287567,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288315,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288297,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288351,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288387,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
241367,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241379,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241491,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241481,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241503,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241525,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241513,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241559,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
288459,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288495,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
241717,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241727,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241739,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241751,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241761,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241841,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241885,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241897,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
288639,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
288693,B2011_150_Rainscreen (Wall)-ID,,,IfcWall,IfcWall
241941,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241953,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241987,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241997,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
241963,B1012_HSS-C.060_HSS Steel Column-12x12x3/8,,,IfcColumn,IfcColumn
